iter	Logloss	Accuracy
642	0.4914488423	0.7632426918
643	0.4914402915	0.7632518007
644	0.4914317677	0.7632677414
645	0.4914249003	0.7632631869
646	0.4914137151	0.7632700186
647	0.4914065624	0.7632996227
648	0.4913992823	0.7632814048
649	0.4913848389	0.7632722958
650	0.4913779842	0.7632973454
651	0.4913683795	0.7632950682
652	0.4913587155	0.7632563552
653	0.4913486667	0.7632586324
654	0.491341822	0.7632335828
655	0.4913330084	0.7632859593
656	0.4913259645	0.7633269495
657	0.4913174698	0.7633861576
658	0.4913068541	0.7634931877
659	0.4912964343	0.7634863559
660	0.4912885407	0.7634590291
661	0.4912790827	0.7634726925
662	0.4912724127	0.7634886332
663	0.4912677399	0.7635000194
664	0.4912574156	0.7634521974
665	0.4912507456	0.763477247
666	0.4912423943	0.7634795242
667	0.4912339149	0.7635410096
668	0.4912288712	0.7635455641
669	0.4912203484	0.7635683364
670	0.491211587	0.7635387324
671	0.4911976618	0.7635364551
672	0.4911891072	0.7635523958
673	0.4911729644	0.7635501185
674	0.4911644682	0.7636525941
675	0.4911533725	0.7635911088
676	0.4911456964	0.7636229901
677	0.4911384867	0.7636298218
678	0.4911300071	0.7635979405
679	0.4911201416	0.7635842771
680	0.4911136456	0.7635956632
681	0.4911031614	0.7635569502
682	0.4910974196	0.7636434852
683	0.4910899225	0.7636730892
684	0.4910818504	0.7636753665
685	0.4910725526	0.7636730892
686	0.4910538078	0.7636753665
687	0.4910480909	0.7636184356
688	0.4910399202	0.7636457624
689	0.4910283637	0.7636617031
690	0.491019824	0.7636298218
691	0.4910087959	0.7636662575
692	0.4910015646	0.7636844754
693	0.4909882965	0.7636844754
694	0.4909816139	0.7636753665
695	0.49096987	0.7636821982
696	0.4909621985	0.763670812
697	0.4909524066	0.7636457624
698	0.4909446837	0.7636730892
699	0.4909331317	0.763670812
700	0.4909242478	0.7636776437
701	0.4909155456	0.7636503169
702	0.4909072761	0.7636412079
703	0.4908986358	0.7636730892
704	0.4908879147	0.7636662575
705	0.4908788006	0.7636753665
706	0.4908730801	0.7636799209
707	0.490859315	0.7637209112
708	0.4908526651	0.7637322973
709	0.4908367121	0.7637368518
710	0.4908292283	0.7637345746
711	0.4908215388	0.763748238
712	0.4908111703	0.7637983372
713	0.4908059752	0.763777842
714	0.4907990598	0.7637960599
715	0.4907854843	0.7637983372
716	0.490780478	0.7637801193
717	0.4907734715	0.7637505152
718	0.4907657502	0.763777842
719	0.4907549023	0.7638393274
720	0.4907378447	0.7638279412
721	0.4907291913	0.7638051689
722	0.4907242079	0.7637937827
723	0.4907148261	0.763777842
724	0.4907090959	0.7637186339
725	0.4906954808	0.7637072478
726	0.4906872997	0.7637505152
727	0.4906800515	0.7637823965
728	0.4906724553	0.7637732876
729	0.4906632691	0.7638074461
730	0.4906568917	0.7638233867
731	0.4906499434	0.7637915055
732	0.4906427763	0.7637687331
733	0.4906369585	0.7637892282
734	0.4906297178	0.7637664559
735	0.4906223387	0.7637755648
736	0.4906141409	0.7637892282
737	0.490607185	0.7637710103
738	0.4906003008	0.7638051689
739	0.4905922241	0.7638120006
740	0.4905853807	0.7637550697
741	0.4905770252	0.7637505152
742	0.4905707681	0.763739129
743	0.4905566155	0.7637231884
744	0.4905457125	0.7637414063
745	0.4905395456	0.7637436835
746	0.4905257574	0.7637641786
747	0.4905142166	0.7637823965
748	0.4905032215	0.763825664
749	0.4904957934	0.7638757632
750	0.4904897012	0.7638780404
751	0.4904808225	0.7638689315
752	0.4904713657	0.7638689315
753	0.4904630959	0.76390309
754	0.4904585457	0.7638666542
755	0.4904511951	0.7638438819
756	0.4904474498	0.7638734859
757	0.4904355176	0.7639167534
758	0.490430566	0.7639281396
759	0.4904233582	0.7639076445
760	0.4904153417	0.7639463574
761	0.4904025724	0.7639463574
762	0.4903920242	0.7639486347
763	0.4903855794	0.7639896249
764	0.4903756088	0.7639941794
765	0.490365434	0.7639964566
766	0.4903598165	0.7639827932
767	0.4903546557	0.7639850704
768	0.490342593	0.7640283379
769	0.4903327557	0.7639873477
770	0.4903260533	0.7640010111
771	0.4903176448	0.7640055656
772	0.4903109387	0.7639691298
773	0.490299068	0.7640169517
774	0.4902926333	0.7640215062
775	0.4902873861	0.7640328924
776	0.4902786871	0.7640647737
777	0.490263452	0.7640693281
778	0.4902566337	0.7640784371
779	0.4902457507	0.7640784371
780	0.4902364218	0.7641080411
781	0.4902290318	0.7641194273
782	0.4902218614	0.7641308135
783	0.4902094092	0.7641581403
784	0.4902007683	0.7641604176
785	0.490193637	0.7641900216
786	0.4901776665	0.7641945761
787	0.490166638	0.7641854671
788	0.4901617418	0.7641535858
789	0.4901543022	0.7641831899
790	0.4901405493	0.7641672493
791	0.4901309905	0.7641535858
792	0.4901246202	0.7641604176
793	0.4901160527	0.7641604176
794	0.4901063922	0.7641809127
795	0.490093048	0.7641467541
796	0.4900856978	0.7641535858
797	0.4900813653	0.7641718037
798	0.4900759134	0.7641490314
799	0.4900644528	0.7641513086
800	0.4900562792	0.7641604176
801	0.4900489431	0.7641945761
802	0.4900419575	0.7642082395
803	0.4900354338	0.764203685
804	0.4900289428	0.7642219029
805	0.4900195939	0.7642264574
806	0.4900146932	0.7642150712
807	0.4900064331	0.764212794
808	0.4900009612	0.764212794
809	0.489994399	0.7642401208
810	0.4899842703	0.7642651704
811	0.4899730171	0.7643061606
812	0.4899636802	0.7643152695
813	0.4899491495	0.7642833883
814	0.4899373266	0.7642742793
815	0.4899284539	0.7642856655
816	0.4899224163	0.76429022
817	0.4899129145	0.7643061606
818	0.4899088503	0.764328933
819	0.4899009946	0.7643266557
820	0.4898964712	0.7643152695
821	0.4898864851	0.7643357647
822	0.4898756491	0.7643334874
823	0.4898666059	0.764328933
824	0.4898598223	0.7643357647
825	0.4898494957	0.7643562598
826	0.4898365565	0.7643539825
827	0.4898291803	0.7643380419
828	0.48982263	0.7643312102
829	0.4898174937	0.7643403191
830	0.4898081641	0.7643767549
831	0.4898021567	0.7643835866
832	0.4897943007	0.764406359
833	0.4897881041	0.7643904183
834	0.4897780805	0.7644336858
835	0.4897714591	0.7644177451
836	0.4897579858	0.7644177451
837	0.4897519848	0.76439725
838	0.489739844	0.7643881411
839	0.4897332632	0.7643813094
840	0.4897272986	0.7644336858
841	0.48972035	0.7644086362
842	0.4897149579	0.7643995272
843	0.4897067522	0.7643995272
844	0.48969319	0.7644222996
845	0.4896839372	0.7644291313
846	0.4896786644	0.7644291313
847	0.4896739799	0.7644086362
848	0.4896681263	0.7644040817
849	0.4896624508	0.7644177451
850	0.4896532415	0.7644109134
851	0.4896452496	0.7643995272
852	0.4896378457	0.7643835866
853	0.4896304041	0.7643744777
854	0.4896242464	0.7643722004
855	0.4896119597	0.7644086362
856	0.4896052422	0.7644154679
857	0.4895979996	0.764406359
858	0.4895894874	0.7644336858
859	0.4895830708	0.7644815077
860	0.4895760021	0.7644587354
861	0.4895711406	0.7644450719
862	0.4895667496	0.7644519037
863	0.4895617194	0.7644564581
864	0.4895553914	0.7644632898
865	0.4895450331	0.7644496264
866	0.4895383521	0.7644678443
867	0.4895285637	0.7645156662
868	0.4895225605	0.7645179435
869	0.4895170808	0.7645179435
870	0.4895093321	0.7645202207
871	0.4894994317	0.7645202207
872	0.4894934241	0.764513389
873	0.4894882561	0.7644837849
874	0.4894750963	0.7644928939
875	0.4894693711	0.7645384386
876	0.4894610738	0.7645566565
877	0.4894571245	0.7645589337
878	0.4894459247	0.7645589337
879	0.4894324489	0.7645612109
