iter	Passed	Remaining
235	13648	44184
236	13702	44114
237	13760	44057
238	13817	43995
239	13873	43933
240	13927	43861
241	13984	43803
242	14045	43755
243	14098	43681
244	14155	43621
245	14212	43563
246	14272	43511
247	14330	43455
248	14392	43408
249	14448	43345
250	14502	43277
251	14556	43206
252	14610	43138
253	14667	43079
254	14727	43026
255	14784	42968
256	14843	42912
257	14900	42853
258	14957	42794
259	15014	42732
260	15072	42677
261	15129	42617
262	15184	42550
263	15245	42502
264	15302	42442
265	15355	42371
266	15426	42350
267	15483	42291
268	15543	42237
269	15605	42192
270	15663	42134
271	15716	42066
272	15770	41995
273	15824	41929
274	15878	41861
275	15934	41799
276	15988	41732
277	16045	41673
278	16105	41620
279	16159	41552
280	16219	41502
281	16276	41442
282	16331	41376
283	16388	41318
284	16454	41279
285	16507	41210
286	16562	41145
287	16618	41085
288	16676	41026
289	16737	40978
290	16793	40916
291	16846	40847
292	16899	40778
293	16956	40718
294	17016	40666
295	17074	40610
296	17127	40541
297	17182	40475
298	17242	40425
299	17294	40353
300	17349	40290
301	17415	40252
302	17473	40195
303	17531	40138
304	17592	40087
305	17652	40034
306	17710	39977
307	17762	39908
308	17822	39856
309	17880	39798
310	17938	39741
311	17991	39674
312	18049	39616
313	18108	39561
314	18162	39496
315	18217	39433
316	18273	39372
317	18325	39301
318	18381	39240
319	18444	39195
320	18501	39135
321	18554	39068
322	18614	39015
323	18669	38951
324	18726	38893
325	18782	38832
326	18842	38779
327	18893	38709
328	18946	38641
329	19002	38580
330	19054	38511
331	19112	38454
332	19168	38394
333	19227	38339
334	19283	38279
335	19340	38220
336	19399	38165
337	19460	38114
338	19514	38049
339	19568	37986
340	19623	37923
341	19673	37851
342	19728	37789
343	19788	37735
344	19846	37679
345	19899	37613
346	19970	37580
347	20025	37519
348	20084	37464
349	20142	37408
350	20198	37347
351	20258	37293
352	20315	37235
353	20369	37171
354	20421	37104
355	20487	37061
356	20543	37000
357	20602	36947
358	20658	36885
359	20716	36829
360	20774	36773
361	20833	36717
362	20890	36659
363	20947	36601
364	21009	36550
365	21062	36485
366	21115	36420
367	21165	36350
368	21227	36300
369	21282	36237
370	21338	36177
371	21395	36119
372	21455	36065
373	21511	36006
374	21564	35941
375	21625	35888
376	21679	35825
377	21738	35770
378	21795	35713
379	21854	35656
380	21911	35599
381	21965	35535
382	22019	35472
383	22077	35416
384	22135	35359
385	22196	35306
386	22248	35240
387	22305	35182
388	22359	35119
389	22440	35098
390	22583	35174
391	22648	35127
392	22708	35073
393	22766	35016
394	22824	34958
395	22882	34901
396	22935	34835
397	22995	34782
398	23047	34715
399	23104	34656
400	23160	34597
401	23221	34544
402	23277	34482
403	23334	34424
404	23389	34362
405	23448	34306
406	23533	34289
407	23622	34275
408	23707	34257
409	23779	34218
410	23830	34151
411	23885	34088
412	23943	34030
413	24003	33976
414	24059	33914
415	24114	33853
416	24168	33789
417	24237	33746
418	24288	33678
419	24340	33613
420	24397	33553
421	24451	33490
422	24519	33446
423	24578	33389
424	24637	33332
425	24695	33274
426	24752	33216
427	24812	33160
428	24867	33099
429	24922	33036
430	24980	32978
431	25033	32914
432	25092	32857
433	25151	32800
434	25206	32739
435	25259	32675
436	25313	32611
437	25368	32549
438	25427	32493
439	25483	32433
440	25541	32375
441	25594	32311
442	25647	32246
443	25700	32184
444	25759	32127
445	25817	32068
446	25867	32001
447	25924	31942
448	25978	31879
449	26030	31814
450	26086	31754
451	26137	31688
452	26195	31631
453	26248	31567
454	26300	31502
455	26352	31437
456	26411	31381
457	26468	31322
458	26525	31263
459	26582	31205
460	26640	31148
461	26695	31087
462	26747	31022
463	26803	30962
464	26856	30899
465	26909	30836
466	26970	30782
467	27026	30722
468	27083	30663
469	27136	30600
470	27190	30539
471	27243	30475
472	27299	30415
473	27351	30352
474	27412	30297
475	27469	30239
476	27532	30187
477	27591	30131
478	27647	30071
479	27704	30013
480	27762	29956
481	27815	29892
482	27866	29828
483	27920	29766
484	27974	29705
485	28031	29646
486	28086	29585
487	28139	29523
488	28198	29467
489	28252	29406
490	28306	29344
491	28364	29286
492	28423	29230
493	28473	29164
494	28533	29109
495	28587	29048
496	28639	28985
497	28697	28928
498	28758	28873
499	28817	28817
500	28875	28760
501	28932	28702
502	28993	28647
503	29047	28586
504	29102	28526
505	29156	28465
506	29214	28408
507	29268	28346
508	29318	28281
509	29373	28221
510	29425	28158
511	29481	28099
512	29545	28047
513	29603	27990
514	29661	27933
515	29713	27870
516	29772	27814
517	29829	27756
518	29884	27696
519	29957	27653
520	30015	27596
521	30067	27533
522	30127	27477
523	30182	27417
524	30237	27358
525	30295	27300
526	30351	27241
527	30407	27182
528	30466	27125
529	30525	27070
530	30582	27011
531	30634	26949
532	30688	26888
533	30746	26831
534	30804	26774
535	30861	26716
536	30919	26658
537	30974	26599
538	31032	26541
539	31141	26527
540	31202	26472
541	31257	26413
542	31312	26353
543	31367	26293
544	31418	26230
545	31474	26171
546	31539	26119
547	31599	26063
548	31657	26006
549	31709	25944
550	31769	25888
551	31821	25826
552	31880	25769
553	31936	25710
554	31991	25651
555	32042	25587
556	32100	25530
557	32153	25468
558	32211	25412
559	32270	25355
560	32328	25297
561	32382	25237
562	32442	25181
563	32501	25125
564	32565	25072
565	32621	25013
566	32675	24953
567	32732	24894
568	32789	24837
569	32847	24779
570	32906	24722
571	32966	24666
572	33022	24608
573	33080	24550
574	33138	24493
575	33190	24431
576	33249	24375
577	33303	24314
578	33353	24251
579	33411	24194
580	33469	24136
581	33527	24079
582	33592	24027
583	33645	23966
584	33698	23905
585	33766	23855
586	33858	23821
587	33945	23784
588	34024	23742
589	34083	23685
590	34136	23624
591	34191	23564
592	34245	23504
593	34303	23446
594	34358	23386
595	34416	23329
596	34474	23271
597	34535	23215
598	34597	23160
599	34658	23105
600	34719	23050
601	34778	22993
602	34836	22935
603	34891	22875
604	34948	22817
605	35008	22761
606	35068	22704
607	35126	22647
608	35185	22590
609	35244	22533
610	35298	22473
611	35358	22416
612	35414	22358
613	35472	22300
614	35525	22239
615	35584	22182
616	35637	22121
617	35692	22062
618	35753	22006
619	35807	21946
620	35862	21887
621	35914	21825
622	35983	21774
623	36055	21725
624	36114	21668
625	36173	21611
626	36225	21550
627	36278	21490
628	36331	21429
629	36384	21368
630	36441	21310
631	36501	21253
632	36561	21197
633	36622	21141
634	36674	21080
635	36732	21023
636	36790	20965
637	36848	20907
638	36902	20847
639	36957	20788
640	37009	20727
641	37065	20669
642	37119	20608
643	37177	20551
644	37235	20493
645	37289	20433
646	37348	20376
647	37453	20345
648	37565	20316
649	37632	20263
650	37690	20205
651	37748	20147
652	37807	20090
653	37858	20029
654	37917	19971
655	37973	19912
656	38031	19854
657	38084	19794
658	38138	19734
659	38196	19677
660	38255	19619
661	38307	19558
662	38368	19502
663	38421	19442
664	38479	19384
665	38537	19326
666	38603	19272
667	38661	19214
668	38714	19154
669	38772	19096
670	38830	19039
671	38883	18979
672	38936	18918
673	38995	18861
674	39053	18803
675	39111	18745
676	39165	18686
677	39227	18630
678	39280	18569
679	39336	18511
680	39396	18454
681	39453	18396
682	39510	18338
683	39570	18281
684	39628	18223
685	39688	18166
686	39747	18108
687	39800	18049
688	39856	17990
689	39908	17929
690	39980	17878
691	40038	17820
692	40091	17760
693	40145	17701
694	40204	17643
695	40255	17582
696	40307	17522
697	40368	17465
698	40450	17418
699	40523	17367
700	40588	17312
701	40650	17256
702	40707	17198
703	40765	17140
704	40819	17080
705	40879	17023
706	40935	16964
707	40995	16907
708	41052	16849
709	41110	16791
710	41165	16732
711	41222	16674
712	41274	16614
713	41326	16553
714	41382	16495
715	41437	16436
716	41496	16378
717	41551	16319
718	41617	16264
719	41676	16207
720	41730	16148
721	41790	16090
722	41847	16032
723	41903	15974
724	41958	15915
725	42012	15856
726	42072	15798
727	42131	15741
728	42186	15682
729	42245	15625
730	42302	15566
731	42363	15510
732	42420	15451
733	42473	15392
734	42528	15333
735	42587	15276
736	42652	15220
737	42705	15161
738	42766	15104
739	42817	15043
740	42871	14984
741	42924	14925
742	42979	14866
743	43037	14808
744	43093	14750
745	43153	14692
746	43210	14634
747	43269	14577
748	43327	14519
749	43388	14462
750	43439	14402
751	43492	14343
752	43552	14286
753	43616	14230
754	43675	14172
755	43734	14115
756	43785	14055
757	43843	13997
758	43897	13938
759	43952	13879
760	44016	13823
761	44102	13774
762	44195	13727
763	44275	13676
764	44353	13624
765	44409	13566
766	44465	13507
767	44517	13447
768	44572	13389
769	44635	13332
770	44694	13274
771	44750	13216
772	44802	13156
773	44859	13098
774	44917	13040
775	44977	12983
776	45032	12924
777	45085	12865
778	45144	12807
779	45207	12750
780	45265	12692
781	45316	12633
782	45376	12575
783	45433	12517
784	45492	12459
785	45553	12402
786	45607	12343
787	45674	12288
788	45733	12230
789	45792	12172
790	45850	12114
791	45904	12055
792	45965	11998
793	46022	11940
794	46082	11883
795	46170	11832
796	46223	11773
797	46275	11713
798	46349	11659
799	46406	11601
800	46459	11542
801	46511	11482
802	46568	11424
803	46630	11367
804	46685	11308
805	46746	11251
806	46801	11192
807	46859	11135
808	46914	11076
809	46976	11019
810	47035	10961
811	47088	10902
812	47146	10844
813	47203	10786
814	47255	10726
815	47314	10668
816	47373	10611
817	47431	10553
818	47488	10494
819	47545	10436
820	47609	10380
821	47673	10323
822	47732	10265
823	47787	10207
824	47845	10148
825	47903	10091
826	47958	10032
827	48012	9973
828	48074	9916
829	48129	9857
830	48186	9799
831	48240	9740
832	48298	9682
833	48357	9625
834	48415	9567
835	48473	9509
836	48532	9451
837	48586	9392
838	48652	9336
839	48711	9278
840	48762	9219
841	48819	9160
842	48875	9102
843	48936	9045
844	48995	8987
845	49047	8928
846	49105	8870
847	49161	8811
848	49215	8753
849	49268	8694
850	49323	8636
851	49382	8578
852	49439	8520
853	49490	8460
854	49553	8403
855	49610	8345
856	49671	8288
857	49774	8237
858	49832	8179
859	49892	8122
860	49965	8066
861	50022	8008
862	50078	7949
863	50130	7890
864	50188	7832
865	50245	7774
866	50304	7716
867	50358	7658
868	50417	7600
869	50468	7541
870	50522	7482
871	50580	7424
872	50638	7366
873	50699	7309
874	50756	7250
875	50810	7192
876	50868	7134
877	50927	7076
878	50986	7018
879	51041	6960
880	51098	6902
881	51151	6843
882	51204	6784
883	51263	6726
884	51324	6669
885	51379	6610
886	51433	6552
887	51488	6493
888	51547	6436
889	51599	6377
890	51651	6318
891	51712	6261
892	51771	6203
893	51828	6145
894	51881	6086
895	51940	6028
896	51998	5970
897	52057	5912
898	52114	5854
899	52168	5796
900	52226	5738
901	52276	5679
902	52336	5621
903	52456	5570
904	52559	5517
905	52618	5459
906	52678	5401
907	52738	5343
908	52793	5285
909	52844	5226
910	52896	5167
911	52948	5109
912	53005	5050
913	53063	4992
914	53123	4934
915	53182	4876
916	53233	4818
917	53292	4760
918	53351	4702
919	53410	4644
920	53462	4585
921	53518	4527
922	53576	4469
923	53635	4411
924	53695	4353
925	53754	4295
926	53813	4237
927	53872	4179
928	53928	4121
929	53989	4063
930	54047	4005
931	54104	3947
932	54163	3889
933	54219	3831
934	54277	3773
935	54363	3717
936	54452	3661
937	54541	3605
938	54594	3546
939	54647	3488
940	54710	3430
941	54769	3372
942	54821	3313
943	54880	3255
944	54935	3197
945	54994	3139
946	55052	3081
947	55111	3022
948	55170	2964
949	55227	2906
950	55285	2848
951	55345	2790
952	55399	2732
953	55452	2673
954	55511	2615
955	55570	2557
956	55628	2499
957	55695	2441
958	55756	2383
959	55813	2325
960	55870	2267
961	55924	2209
962	55974	2150
963	56031	2092
964	56089	2034
965	56149	1976
966	56209	1918
967	56269	1860
968	56323	1801
969	56382	1743
970	56439	1685
971	56493	1627
972	56553	1569
973	56611	1511
974	56662	1452
975	56730	1395
976	56783	1336
977	56840	1278
978	56899	1220
979	56957	1162
980	57016	1104
981	57076	1046
982	57132	988
983	57192	929
984	57249	871
985	57305	813
986	57361	755
987	57417	697
988	57470	639
989	57526	581
990	57584	522
991	57642	464
992	57709	406
993	57766	348
994	57819	290
995	57874	232
996	57933	174
997	57986	116
998	58038	58
999	58088	0
