iter	Passed	Remaining
455	26313	31391
456	26366	31328
457	26424	31271
458	26484	31215
459	26538	31153
460	26595	31095
461	26649	31033
462	26706	30975
463	26770	30924
464	26830	30869
465	26887	30811
466	26943	30751
467	27004	30696
468	27060	30637
469	27117	30579
470	27176	30522
471	27233	30464
472	27292	30407
473	27346	30346
474	27405	30290
475	27464	30233
476	27521	30175
477	27578	30117
478	27636	30060
479	27692	29999
480	27749	29942
481	27819	29897
482	27879	29841
483	27931	29778
484	27987	29718
485	28047	29663
486	28104	29604
487	28156	29540
488	28211	29480
489	28270	29424
490	28328	29366
491	28385	29308
492	28440	29247
493	28495	29188
494	28553	29130
495	28608	29070
496	28667	29013
497	28725	28955
498	28794	28909
499	28847	28847
500	28905	28790
501	28964	28733
502	29021	28674
503	29077	28616
504	29128	28551
505	29185	28492
506	29244	28437
507	29299	28376
508	29353	28315
509	29415	28261
510	29473	28204
511	29530	28145
512	29584	28085
513	29644	28029
514	29699	27969
515	29757	27911
516	29848	27885
517	29925	27845
518	30017	27819
519	30099	27784
520	30154	27723
521	30212	27666
522	30265	27603
523	30319	27542
524	30374	27481
525	30428	27420
526	30485	27362
527	30544	27305
528	30599	27244
529	30655	27184
530	30706	27121
531	30763	27062
532	30831	27013
533	30887	26953
534	30943	26895
535	31000	26835
536	31055	26776
537	31109	26715
538	31162	26652
539	31217	26592
540	31277	26536
541	31330	26474
542	31382	26412
543	31435	26350
544	31493	26293
545	31552	26235
546	31610	26177
547	31668	26120
548	31727	26064
549	31790	26010
550	31860	25962
551	31911	25898
552	31969	25841
553	32021	25779
554	32078	25720
555	32136	25662
556	32196	25606
557	32249	25545
558	32302	25483
559	32361	25426
560	32420	25370
561	32474	25309
562	32533	25252
563	32587	25191
564	32640	25130
565	32695	25070
566	32747	25008
567	32814	24957
568	32869	24897
569	32922	24836
570	32975	24774
571	33032	24716
572	33085	24655
573	33138	24593
574	33198	24538
575	33256	24480
576	33326	24431
577	33385	24375
578	33442	24316
579	33496	24256
580	33550	24195
581	33606	24136
582	33657	24074
583	33710	24012
584	33765	23953
585	33829	23899
586	33885	23841
587	33942	23782
588	33999	23724
589	34054	23664
590	34107	23603
591	34165	23546
592	34224	23489
593	34278	23429
594	34331	23368
595	34386	23309
596	34443	23250
597	34495	23189
598	34554	23132
599	34612	23075
600	34665	23014
601	34723	22956
602	34782	22899
603	34844	22845
604	34902	22787
605	34960	22729
606	35014	22670
607	35069	22610
608	35128	22553
609	35187	22496
610	35243	22438
611	35297	22378
612	35356	22321
613	35413	22263
614	35473	22207
615	35527	22146
616	35580	22086
617	35632	22025
618	35688	21966
619	35747	21909
620	35802	21850
621	35867	21797
622	35925	21739
623	35983	21682
624	36041	21625
625	36098	21566
626	36155	21508
627	36215	21452
628	36273	21395
629	36327	21335
630	36382	21275
631	36446	21222
632	36506	21165
633	36563	21107
634	36623	21051
635	36675	20990
636	36730	20931
637	36790	20874
638	36858	20822
639	36909	20761
640	36967	20703
641	37025	20646
642	37082	20588
643	37136	20528
644	37195	20472
645	37244	20409
646	37302	20351
647	37355	20291
648	37413	20234
649	37465	20173
650	37523	20116
651	37579	20057
652	37637	20000
653	37695	19942
654	37753	19885
655	37808	19826
656	37872	19772
657	37930	19714
658	37990	19658
659	38047	19600
660	38106	19543
661	38159	19483
662	38222	19428
663	38279	19370
664	38331	19309
665	38390	19252
666	38443	19192
667	38499	19134
668	38555	19075
669	38614	19018
670	38671	18961
671	38729	18903
672	38788	18846
673	38843	18787
674	38908	18733
675	38967	18676
676	39021	18617
677	39078	18559
678	39136	18502
679	39193	18443
680	39250	18385
681	39335	18341
682	39425	18298
683	39483	18240
684	39537	18181
685	39591	18122
686	39649	18064
687	39706	18006
688	39764	17948
689	39824	17891
690	39885	17835
691	39941	17777
692	40000	17720
693	40059	17663
694	40136	17614
695	40231	17572
696	40321	17528
697	40387	17474
698	40497	17438
699	40603	17401
700	40660	17343
701	40717	17284
702	40774	17226
703	40826	17165
704	40893	17111
705	40950	17052
706	41003	16992
707	41056	16933
708	41111	16873
709	41167	16814
710	41220	16755
711	41279	16697
712	41332	16637
713	41392	16580
714	41451	16522
715	41503	16462
716	41561	16404
717	41617	16345
718	41673	16287
719	41730	16228
720	41781	16167
721	41832	16107
722	41892	16050
723	41946	15990
724	42000	15931
725	42058	15873
726	42115	15815
727	42173	15757
728	42227	15697
729	42285	15639
730	42342	15581
731	42403	15524
732	42460	15466
733	42518	15408
734	42576	15350
735	42633	15292
736	42690	15234
737	42744	15174
738	42806	15118
739	42863	15060
740	42929	15004
741	42987	14947
742	43042	14888
743	43101	14830
744	43157	14772
745	43217	14714
746	43275	14656
747	43347	14603
748	43409	14547
749	43467	14489
750	43525	14431
751	43585	14373
752	43637	14314
753	43690	14254
754	43740	14193
755	43799	14136
756	43856	14078
757	43913	14019
758	43967	13960
759	44025	13902
760	44082	13844
761	44134	13784
762	44206	13731
763	44288	13680
764	44346	13622
765	44406	13565
766	44461	13506
767	44518	13448
768	44578	13390
769	44631	13331
770	44690	13273
771	44746	13215
772	44798	13155
773	44851	13096
774	44918	13040
775	44977	12983
776	45035	12925
777	45091	12866
778	45149	12808
779	45203	12749
780	45259	12691
781	45311	12631
782	45369	12573
783	45428	12516
784	45484	12457
785	45538	12398
786	45595	12340
787	45665	12285
788	45741	12232
789	45798	12174
790	45849	12114
791	45914	12058
792	45971	12000
793	46034	11943
794	46094	11886
795	46151	11827
796	46213	11770
797	46267	11711
798	46323	11653
799	46379	11594
800	46437	11536
801	46492	11478
802	46550	11420
803	46610	11362
804	46662	11303
805	46725	11246
806	46784	11188
807	46837	11129
808	46892	11071
809	46961	11015
810	47019	10957
811	47076	10899
812	47130	10840
813	47183	10781
814	47241	10723
815	47298	10665
816	47358	10607
817	47414	10549
818	47472	10491
819	47528	10433
820	47589	10375
821	47645	10317
822	47697	10258
823	47751	10199
824	47804	10140
825	47856	10081
826	47908	10021
827	47977	9966
828	48034	9908
829	48093	9850
830	48144	9791
831	48197	9732
832	48254	9674
833	48311	9615
834	48371	9558
835	48423	9499
836	48480	9441
837	48531	9381
838	48590	9324
839	48648	9266
840	48704	9208
841	48764	9150
842	48821	9092
843	48879	9034
844	48937	8976
845	48998	8919
846	49057	8861
847	49114	8803
848	49172	8745
849	49225	8686
850	49283	8628
851	49336	8570
852	49392	8512
853	49446	8453
854	49503	8395
855	49560	8337
856	49618	8279
857	49670	8220
858	49729	8162
859	49784	8104
860	49835	8045
861	49887	7986
862	49944	7928
863	50007	7871
864	50059	7812
865	50109	7753
866	50166	7695
867	50225	7637
868	50280	7579
869	50348	7523
870	50441	7470
871	50522	7416
872	50601	7361
873	50654	7302
874	50717	7245
875	50772	7186
876	50823	7128
877	50881	7070
878	50935	7011
879	51003	6954
880	51067	6897
881	51126	6840
882	51185	6782
883	51238	6723
884	51295	6665
885	51354	6607
886	51414	6549
887	51466	6491
888	51524	6433
889	51584	6375
890	51643	6317
891	51700	6259
892	51760	6201
893	51816	6143
894	51875	6085
895	51932	6027
896	51995	5970
897	52054	5912
898	52111	5854
899	52163	5795
900	52221	5738
901	52279	5679
902	52327	5621
903	52382	5562
904	52434	5504
905	52490	5445
906	52541	5387
907	52596	5329
908	52645	5270
909	52703	5212
910	52762	5154
911	52814	5096
912	52868	5037
913	52926	4979
914	52994	4922
915	53052	4865
916	53108	4806
917	53167	4749
918	53220	4690
919	53276	4632
920	53340	4575
921	53393	4516
922	53444	4458
923	53502	4400
924	53561	4342
925	53618	4284
926	53676	4226
927	53734	4169
928	53794	4111
929	53851	4053
930	53906	3995
931	53959	3936
932	54025	3879
933	54081	3821
934	54136	3763
935	54194	3705
936	54254	3647
937	54312	3589
938	54366	3531
939	54424	3473
940	54477	3415
941	54529	3357
942	54585	3299
943	54675	3243
944	54737	3185
945	54794	3127
946	54861	3070
947	54914	3012
948	54972	2954
949	55041	2896
950	55099	2838
951	55160	2781
952	55213	2723
953	55266	2664
954	55318	2606
955	55372	2548
956	55495	2493
957	55592	2437
958	55643	2378
959	55700	2320
960	55754	2262
961	55807	2204
962	55864	2146
963	55918	2088
964	55976	2030
965	56042	1972
966	56095	1914
967	56154	1856
968	56210	1798
969	56270	1740
970	56325	1682
971	56379	1624
972	56438	1566
973	56495	1508
974	56551	1450
975	56606	1391
976	56664	1333
977	56719	1275
978	56780	1217
979	56838	1159
980	56895	1101
981	56953	1043
982	57024	986
983	57081	928
984	57139	870
985	57192	812
986	57251	754
987	57310	696
988	57362	638
989	57419	579
990	57478	522
991	57538	464
992	57597	406
993	57657	348
994	57715	290
995	57774	232
996	57825	173
997	57884	116
998	57939	57
999	57993	0
