iter	Passed	Remaining
439	94002	12818
440	94210	12604
441	94407	12388
442	94591	12170
443	94856	11963
444	95100	11754
445	95324	11541
446	95536	11327
447	95771	11116
448	95967	10900
449	96185	10687
450	96382	10471
451	96560	10254
452	96760	10039
453	96974	9825
454	97190	9612
455	97385	9396
456	97580	9181
457	97785	8967
458	97989	8752
459	98176	8537
460	98370	8322
461	98566	8107
462	98740	7890
463	98977	7679
464	99146	7462
465	99355	7249
466	99559	7035
467	99749	6820
468	99974	6608
469	100218	6396
470	100440	6184
471	100697	5973
472	100913	5760
473	101114	5546
474	101327	5333
475	101544	5119
476	101789	4908
477	101999	4694
478	102203	4480
479	102416	4267
480	102628	4053
481	102820	3839
482	102996	3625
483	103218	3412
484	103444	3199
485	103678	2986
486	103869	2772
487	104129	2560
488	104320	2346
489	104535	2133
490	104805	1921
491	105020	1707
492	105243	1494
493	105460	1280
494	105656	1067
495	105871	853
496	106075	640
497	106288	426
498	106522	213
499	106709	0
