iter	Passed	Remaining
795	46081	11809
796	46142	11752
797	46199	11694
798	46261	11637
799	46316	11579
800	46373	11520
801	46434	11463
802	46490	11405
803	46550	11348
804	46608	11290
805	46667	11232
806	46720	11173
807	46786	11117
808	46845	11059
809	46903	11001
810	46958	10943
811	47011	10884
812	47071	10826
813	47129	10769
814	47215	10717
815	47307	10667
816	47390	10615
817	47459	10559
818	47511	10500
819	47569	10442
820	47628	10384
821	47685	10326
822	47743	10268
823	47810	10211
824	47863	10152
825	47914	10093
826	47967	10034
827	48026	9976
828	48082	9918
829	48135	9859
830	48192	9800
831	48247	9742
832	48300	9683
833	48358	9625
834	48416	9567
835	48477	9509
836	48535	9452
837	48588	9393
838	48642	9334
839	48700	9276
840	48752	9217
841	48814	9159
842	48872	9102
843	48932	9044
844	48991	8986
845	49045	8927
846	49102	8869
847	49162	8812
848	49212	8752
849	49267	8694
850	49326	8636
851	49378	8577
852	49433	8518
853	49488	8460
854	49548	8402
855	49604	8344
856	49664	8287
857	49721	8229
858	49771	8169
859	49836	8112
860	49894	8054
861	49953	7997
862	50004	7938
863	50057	7879
864	50112	7821
865	50165	7762
866	50224	7704
867	50283	7646
868	50336	7588
869	50389	7529
870	50445	7471
871	50499	7412
872	50554	7354
873	50611	7296
874	50666	7238
875	50721	7179
876	50785	7122
877	50845	7065
878	50903	7007
879	50963	6949
880	51022	6891
881	51083	6834
882	51138	6775
883	51192	6717
884	51250	6659
885	51308	6601
886	51368	6544
887	51423	6485
888	51481	6427
889	51537	6369
890	51593	6311
891	51662	6255
892	51720	6197
893	51776	6139
894	51842	6082
895	51897	6023
896	51954	5965
897	52007	5907
898	52068	5849
899	52126	5791
900	52178	5733
901	52230	5674
902	52289	5616
903	52345	5558
904	52399	5500
905	52457	5442
906	52517	5384
907	52576	5327
908	52637	5269
909	52688	5210
910	52748	5153
911	52802	5094
912	52890	5039
913	52944	4981
914	52999	4923
915	53065	4866
916	53124	4808
917	53182	4750
918	53243	4692
919	53301	4634
920	53361	4577
921	53422	4519
922	53478	4461
923	53534	4403
924	53592	4345
925	53653	4287
926	53705	4229
927	53759	4170
928	53817	4113
929	53951	4060
930	54050	4005
931	54104	3947
932	54159	3889
933	54213	3830
934	54267	3772
935	54319	3714
936	54370	3655
937	54425	3597
938	54485	3539
939	54545	3481
940	54598	3423
941	54654	3365
942	54708	3306
943	54766	3248
944	54826	3190
945	54894	3133
946	54948	3075
947	55006	3017
948	55063	2959
949	55120	2901
950	55178	2843
951	55239	2785
952	55297	2727
953	55350	2668
954	55409	2610
955	55466	2552
956	55524	2494
957	55577	2436
958	55637	2378
959	55688	2320
960	55740	2262
961	55798	2204
962	55854	2146
963	55912	2088
964	55970	2030
965	56024	1971
966	56082	1913
967	56136	1855
968	56193	1797
969	56251	1739
970	56307	1681
971	56362	1623
972	56417	1565
973	56474	1507
974	56528	1449
975	56585	1391
976	56645	1333
977	56696	1275
978	56753	1217
979	56813	1159
980	56865	1101
981	56935	1043
982	56992	985
983	57052	927
984	57105	869
985	57162	811
986	57213	753
987	57270	695
988	57328	637
989	57383	579
990	57477	521
991	57565	464
992	57647	406
993	57712	348
994	57771	290
995	57830	232
996	57885	174
997	57947	116
998	58001	58
999	58060	0
